类型,店铺名,店链接,商品名,商品链接,旺旺名,信用,电话1,电话2,销量,中评,差评,好评率,描述,描述同比,服务,服务同比,物流,物流同比,公司名,所在地,类目Id,类目
淘宝,六叶家纺,https://shop67334144.taobao.com/,U型导轨蚊帐挂墙铝合金拉幕单开门 婚庆豪华宫廷公主打墙拉绳蚊帐,https://item.taobao.com/item.htm?id=538935227785,怡然服饰88,10,,15118017857,0,0,0,0,4.9568分,高于76.10%,4.96544分,高于78.11%,4.95248分,高于68.80%,,,0,
企业,赛纳斯鞋业电商部,https://shop124872735.taobao.com/,正品赛纳劳保鞋 男钢包头防砸防刺穿工地工作鞋真皮防静电安全鞋,https://item.taobao.com/item.htm?id=553472453959,赛纳斯鞋业电商部,13,15919477194,15919477194,0,0,0,0,4.89421,高于41.47%,4.89421,高于32.99%,4.91137分,高于41.80%,,,0,
企业,吉祥物卡通玩偶服定制,https://shop221294745.taobao.com/,定制            定做卡通人偶服装定制可爱套头搞怪头套玩偶服直播抖音道具公仔服,https://item.taobao.com/item.htm?id=598232533760,卡通人偶服定制,5,18575531140,,0,0,0,0,5.0,高于100.00%,5.0,高于100.00%,5.0分,高于100.00%,,,0,
淘宝,欧美小资馆大码女装,https://shop58082328.taobao.com/,2021加大码春季女装新品胖MM宽松中长款肩章翻领长袖雪纺衬衫女裙,https://item.taobao.com/item.htm?id=544139146903,琦宝贝697927,14,,15990014807,0,0,0,0,4.89516分,高于38.92%,4.9254分,高于45.97%,4.90101分,高于25.17%,,,0,
淘宝,折折黄河曲,https://shop73071910.taobao.com/,儿童幼儿园兔子动物尾巴表演道具假老鼠老虎猪狐狸猴子揪尾巴玩,https://item.taobao.com/item.htm?id=23621672234,hudeflf,14,,13575742481,0,0,0,0,4.81358分,低于0.87%,4.84249分,低于0.71%,4.87428分,持平0.10%,,,0,
淘宝,依媚坊厂家店,https://shop69688664.taobao.com/,新款/主题写真服装/影楼拍照性感服装/个人写真摄影服饰艺术照,https://item.taobao.com/item.htm?id=540670904359,飞腾摄影服饰,12,15264035798,,0,0,0,0,1.0分,低于79.29%,1.0分,低于79.43%,5.0分,高于100.00%,,,0,
企业,海蒂的花园 成都总店,https://shop57101936.taobao.com/,海蒂的花园 莫里斯爬藤欧月丰花月季做花墙拱门长势好大苗,https://item.taobao.com/item.htm?id=565140961440,邱亚敏,17,028-64700493,13689055709,0,0,0,0,4.88613,高于17.59%,4.91035,高于24.43%,4.89998分,高于13.00%,,,0,
淘宝,按时喝水 沫小欣,https://shop108168322.taobao.com/,@按时喝水 藏红花3g 西红花番红花正品非西藏伊朗藏红花 孕妇不宜,https://item.taobao.com/item.htm?id=569147709573,沫小欣,15,,13008626337,0,0,0,0,4.92966,高于63.11%,4.94636,高于67.29%,4.94636分,高于66.05%,,,0,
淘宝,艺域卡通人偶工厂店,https://shop61502337.taobao.com/,灰太狼卡通人偶服装喜羊羊美羊羊行走人偶玩偶服道具服演出布偶装,https://item.taobao.com/item.htm?id=614130869092,艺域精绝,12,,18007415525,0,0,0,0,4.70732,低于3.06%,4.87805,高于0.61%,4.82927分,低于1.01%,,,0,
企业,伊妹儿手工坊,https://shop35706218.taobao.com/,中国结流苏旗袍压襟挂件服饰古风穗子古典衣襟饰品配饰包包吊坠,https://item.taobao.com/item.htm?id=619507447485,青春飞扬1314,15,13857969945,,0,0,0,0,4.88438,高于18.25%,4.89652,高于10.95%,4.89705分,高于7.14%,,,0,
淘宝,楼兰客栈原创饰品,https://shop57737790.taobao.com/,紫水晶手链女手串手饰古风民族风复古编织手绳中国风配饰装饰品,https://item.taobao.com/item.htm?id=607304827626,kangqiaozhisan,17,13142640096,,0,0,0,0,4.85961分,高于0.74%,4.89465分,高于9.35%,4.89325分,高于3.71%,,,0,
淘宝,帮,https://shop64756375.taobao.com/,心相印钱夹纸巾 w112三层10片皮夹式手帕纸16条144包面纸包邮,https://item.taobao.com/item.htm?id=542370597509,yudehe3523205,12,,13395981205,0,0,0,0,4.76062分,低于1.22%,4.77606分,低于1.36%,4.76448分,低于1.72%,,,0,
企业,爱嘉好易购,https://shop101214237.taobao.com/,欧式古风饰品首饰盒复古带锁桌面收纳盒木质儿童百宝箱小木盒子,https://item.taobao.com/item.htm?id=569156883589,爱嘉好易购,14,,13575950345,0,0,0,0,4.78724,低于0.66%,4.84599,高于2.45%,4.85908分,高于7.47%,,,0,
企业,北辰星新娘品牌婚饰店,https://shop73402927.taobao.com/,超仙森系网红拍照花环头纱新娘婚纱礼服配饰影楼外景写真跟妆头饰,https://item.taobao.com/item.htm?id=617754854055,小馨的童话,15,,15312172075,0,0,0,0,4.83693,持平0.45%,4.86663,持平0.36%,4.87257分,持平0.34%,,,0,
淘宝,爱雅十字绣装饰画直销,https://shop34749669.taobao.com/,八骏图十字绣成品机绣 八骏奔腾马到成功 大幅新款十字绣客厅系列,https://item.taobao.com/item.htm?id=543128747384,猪猪的网上饰品屋,13,0512-57467166,15201838844,0,0,0,0,4.79062分,低于0.59%,4.82164分,持平0.42%,4.82533分,持平0.46%,,,0,
淘宝,喜上花轿伴手礼,https://shop68435395.taobao.com/,创意结婚订婚喜糖喜饼大号礼盒成品 婚庆伴手礼 宝宝周岁诞生回礼,https://item.taobao.com/item.htm?id=541861273102,陈煊泽,12,0577-65525582,15088559980,0,0,0,0,4.89593,高于45.42%,4.90045,高于39.29%,4.90271分,高于38.42%,,,0,
淘宝,魔幻盒子饰品DIY,https://shop72439021.taobao.com/,水晶滴胶DIY模具手工制作项链圆柱试管吊坠模具嗜血色管硅胶模具,https://item.taobao.com/item.htm?id=593992644649,qingdaogarbo,14,,18653272836,0,0,0,0,4.90571,高于33.20%,4.93286,高于42.10%,4.92143分,高于28.96%,,,0,
淘宝,美美批发8,https://shop69484377.taobao.com/,diy手机壳材料包手工制作钥匙扣饰品配件开口圈龙虾扣 D字扣保色,https://item.taobao.com/item.htm?id=530939730623,ting13145200,17,13586960156,,0,0,0,0,4.83293分,高于7.50%,4.8549分,高于7.90%,4.85898分,高于7.29%,,,0,
淘宝,唯曼饰品工厂店,https://shop113638649.taobao.com/,复古美人头宝石胸针欧美宫廷固定别针个性时尚女服装外套配件饰品,https://item.taobao.com/item.htm?id=535411651704,唯曼电子商务,14,,15976588693,0,0,0,0,4.84876分,持平0.21%,4.86541分,持平0.38%,4.87157分,持平0.36%,,,0,
淘宝,1688香香宝贝屋,https://shop67482342.taobao.com/,仿白玉莲花流苏穗复古风挂穗 中国风挂件diy材料扇坠宫廷汉服流苏,https://item.taobao.com/item.htm?id=569493199681,1688香香宝贝屋,15,15258900173,15068033093,0,0,0,0,4.84149,持平0.35%,4.86164,持平0.45%,4.86558分,持平0.48%,,,0,
企业,小妞妞的手工铺 发饰d,https://shop63658420.taobao.com/,冰雪奇缘儿童发夹diy材料包做手工网纱大蝴蝶结发饰头饰套装配件,https://item.taobao.com/item.htm?id=612853214986,须妹妹,16,,13262877716,0,0,0,0,4.88117,高于15.98%,4.90314,高于16.65%,4.91794分,高于25.98%,,,0,
企业,观照  原创设计饰品品,https://shop101192375.taobao.com/,定制            观照原创手作 素银螺纹计数卡子佛珠配饰 念珠手串修行配件,https://item.taobao.com/item.htm?id=589442839089,在观照,12,02029074824,13502465697,0,0,0,0,4.96089,高于72.29%,4.96531,高于70.08%,4.96531分,高于68.63%,,,0,
淘宝,民族饰界原创饰品,https://shop33195383.taobao.com/,复古民族风发饰苗银书签发簪女款古典盘发步摇流苏节日礼品女饰品,https://item.taobao.com/item.htm?id=564504054980,xuyunjerry,15,13987669086,,0,0,0,0,4.82056分,低于0.78%,4.87041分,持平0.27%,4.87471分,持平0.30%,,,0,
淘宝,润宝斋古典花丝镶嵌,https://shop57812101.taobao.com/,润宝斋 古法银 花丝珐琅 流苏仿古宫廷耳坠耳环旗袍汉服影视配饰,https://item.taobao.com/item.htm?id=532844639998,syitldit188,9,18601096253,18601096253,0,0,0,0,4.97297分,高于80.89%,4.98649分,高于88.37%,4.98649分,高于87.81%,,,0,
淘宝,baby宝妈外贸店,https://shop67570691.taobao.com/,畅萌 四季通用可定制婴儿床上用品儿童拼接床防撞纯棉床围,https://item.taobao.com/item.htm?id=45207181499,xiaolu5243,12,13646596002,,0,0,0,0,4.98571,高于91.59%,4.98571,高于89.93%,4.98214分,高于86.61%,,,0,
淘宝,京工坊礼品,https://shop102125464.taobao.com/,景泰蓝手镯 特色工艺礼品 老北京景泰蓝饰品手镯 时尚复古民族风,https://item.taobao.com/item.htm?id=520196423900,tb0520409_2013,12,,18610520409,0,0,0,0,4.81141分,低于2.08%,4.87841分,低于0.89%,4.88586分,低于0.71%,,,0,
企业,金灿羽毛工厂店,https://shop35912120.taobao.com/,diy饰品配件服装辅料材料包复古鸡毛火鸡毛鸵鸟毛孔雀毛彩色羽毛,https://item.taobao.com/item.htm?id=576910692581,yuka777,12,,18958398030,0,0,0,0,4.84615,持平0.26%,4.93706,高于45.84%,4.9021分,高于11.69%,,,0,
淘宝,满口香优品汇,https://shop322759298.taobao.com/,网红吸汁面藕圈干货凉拌沾串火锅素食肥肠面筋干面凉皮散斤装500g,https://item.taobao.com/item.htm?id=595369606558,运13179622811,15,,18769252551,0,0,0,0,4.78519,低于0.50%,4.81148,低于0.51%,4.81831分,持平0.49%,,,0,
企业,千金猫,https://shop109289820.taobao.com/,酷亲K litter天然玉米植物猫沙绿茶水蜜桃豆腐猫砂2.0小颗粒18L*3,https://item.taobao.com/item.htm?id=600590907714,g7539220,13,17601382392,17601382392,0,0,0,0,4.90502,高于31.26%,4.90543,高于20.28%,4.88528分,持平0.21%,,,0,
淘宝,winnie家,https://shop64212749.taobao.com/,BELLYWEAR孕妇连衣裙春装新款时尚气质中长款V领系带外出哺乳裙,https://item.taobao.com/item.htm?id=612240517167,winnie家,15,13816176068,,0,0,0,0,4.82995,持平0.10%,4.89408,高于25.36%,4.91468分,高于36.03%,,上海,0,
淘宝,乐美户外家具,https://shop107659837.taobao.com/,户外葡萄架凉亭木屋防腐木亭子庭院花园铁艺遮阳棚休闲秋千桌椅篷,https://item.taobao.com/item.htm?id=559731484997,康乐美998,11,18675769263,,0,0,0,0,4.96525分,高于59.72%,4.96911分,高于60.21%,4.95753分,高于46.25%,,,0,
淘宝,依依妈女童店,https://shop117209920.taobao.com/,女童牛仔外套韩版宽松中小童春秋装,https://item.taobao.com/item.htm?id=624015209457,爱婴之城,17,,15325725618,0,0,0,0,4.78737,低于0.89%,4.82074,低于0.77%,4.81384分,低于1.08%,,,0,
淘宝,慧心巧聚欧美家居风情,https://shop35288651.taobao.com/,动物3D立体开关插座装饰贴,https://item.taobao.com/item.htm?id=523920217734,慧心巧聚2008,14,027-82318581,13720133507,0,0,0,0,4.89764分,持平0.33%,4.92593分,高于4.60%,4.93468分,高于17.34%,,,0,
天猫,中国中医药出版社旗舰店,https://shop113841382.taobao.com/,【出版社直销】方剂学  李冀 连建伟著新世纪第四4版全国中医药行业高等教育十三五规划教材中医药院校教材第十版中国中医药出版社,https://item.taobao.com/item.htm?id=537886734754,中国中医药出版社旗舰店,0,010-89535836,13811860967,0,0,0,100,4.92125分,持平,4.89809分,高于0.79%,4.88146分,持平,中国中医药出版社,,0,
天猫,哈尔波车品专营店,https://shop112679607.taobao.com/,适用于别克老凯越HRV导航 陆尊GL8新世纪老君威 凯越汽车导航大屏,https://item.taobao.com/item.htm?id=41383397160,哈尔波车品专营店,0,,17094228331,0,0,0,100,4.71045分,低于3.47%,4.70995分,低于3.33%,4.74826分,低于2.67%,深圳市哈尔波电子科技有限公司,,0,
淘宝,御宅猫志zakka二次元,https://shop66044878.taobao.com/,EVA新世纪福音战士绫波丽 门禁身份ID卡贴DIY二次元个性定制动漫,https://item.taobao.com/item.htm?id=587210736490,夜色很美love,13,,15035050416,0,0,0,0,4.92212分,高于45.90%,4.92523分,高于39.06%,4.90031分,高于17.89%,,,0,
企业,Muscle Dog肌肉狗,https://shop72219611.taobao.com/,肌肉狗 运动长裤男潮牌秋冬快干梭织宽松束脚9分工装健身训练裤,https://item.taobao.com/item.htm?id=562464038376,ljp_2000,16,18611149666,18611149666,0,0,0,0,4.91805,高于46.75%,4.9294,高于46.85%,4.91774分,高于37.12%,,,0,
企业,童乐城工厂直销金冠店,https://shop105676962.taobao.com/,儿童蒙氏早教玩具蒙特梭利教具幼儿1-2-3岁宝宝婴儿积木益智男孩,https://item.taobao.com/item.htm?id=44357902689,童乐城木制玩具,18,,18005791469,0,0,0,0,4.80645,持平0.49%,4.85186,持平0.13%,4.86227分,持平0.10%,,,0,
淘宝,尚嘉生活体验馆,https://shop100942257.taobao.com/,新世纪按摩枕送爸妈颈椎腰全身充电按摩器热敷揉捏红外实用礼车家,https://item.taobao.com/item.htm?id=580637387182,yeyuanyuan83,10,18815149636,,0,0,0,0,4.92199分,高于48.58%,4.92199分,高于37.86%,4.94326分,高于53.36%,,,0,
淘宝,奇奇酷咔,https://shop33741952.taobao.com/,3A Threezero 新世纪福音战士 新剧场版 EVA-01初号机现货,https://item.taobao.com/item.htm?id=611932309679,maorr2006,13,,18611302342,0,0,0,0,4.95148分,高于66.30%,4.94977分,高于59.06%,4.94749分,高于56.75%,,,0,
淘宝,舒尔乐按摩器商城,https://shop114360325.taobao.com/,新世纪颈肩按摩器颈部腰部背部多功能加热揉捏车家两用按摩枕礼物,https://item.taobao.com/item.htm?id=557502731233,梁正祥18,7,18934458612,13765422080,0,0,0,0,4.65714分,低于3.94%,4.71429分,低于3.29%,4.71429分,低于3.36%,,,0,
淘宝,玫瑰花园工作室,https://shop35419110.taobao.com/,wish亚马逊春秋冬新品欧美万圣节中世纪复古哥特式COS服装外套男,https://item.taobao.com/item.htm?id=607339469770,紫玫瑰629,9,,13754843535,0,0,0,0,4.53846分,低于6.54%,4.69231分,低于3.79%,4.92308分,高于36.66%,,,0,
淘宝,柒色莲花馆,https://shop101661991.taobao.com/,藏式血丝菩提108颗星月手串手链佛珠念珠金丝菩提子项链男女款,https://item.taobao.com/item.htm?id=528917251350,颖0308,11,,15880953693,0,0,0,0,4.92954分,高于50.18%,4.9458分,高于53.36%,4.9458分,高于51.11%,,,0,
淘宝,济南睿泰汽车配件,https://shop59742745.taobao.com/,适用于别克老君威新世纪皇朝前雾灯总成前保险杠灯防雾灯汽车配件,https://item.taobao.com/item.htm?id=523715387168,bskbsknuinui,12,0531-69926265,18678895664,0,0,0,0,4.8853,高于29.28%,4.87814,高于15.89%,4.87097分,高于9.35%,,,0,
企业,威梨直供店,https://shop535127645.taobao.com/,洺阳秋月梨丰水世纪新鲜梨子香甜多汁冰糖味孕妇水果精品大果5斤,https://item.taobao.com/item.htm?id=588571458319,hebeijintiannongchang,9,15630990830,,0,0,0,0,4.77273,低于0.76%,4.85968,高于14.43%,4.86957分,高于17.44%,,,0,
淘宝,62文体用品商城,https://shop110718240.taobao.com/,世纪曙光新材料40+三星乒乓球训练练习球球馆比赛用球多球发球机,https://item.taobao.com/item.htm?id=602876853426,速淘201314,12,,13760175347,0,0,0,0,4.76685分,低于1.64%,4.78933分,低于1.60%,4.80056分,低于1.41%,,,0,
淘宝,莞东卓越电器商城,https://shop59606484.taobao.com/,SRX/先科新世纪户外大功率K歌视频拉杆音响触控显示屏广场舞29寸,https://item.taobao.com/item.htm?id=625080773426,荣亚电子,11,,13712280092,0,0,0,0,5.0分,高于100.00%,5.0分,高于100.00%,5.0分,高于100.00%,,,0,
企业,新世纪光学仪器,https://shop114918849.taobao.com/,新世纪眼镜店加工设备板材镜架调整加热器镜腿烘灯烘烤机陶瓷加温,https://item.taobao.com/item.htm?id=530465944798,夏萍青一,11,020-81019749,13928828095,0,0,0,0,4.94198,高于59.70%,4.93878,高于50.11%,4.91837分,高于32.77%,,,0,
淘宝,原单外贸袜子店,https://shop101433806.taobao.com/,包邮双层加厚椅子脚套桌椅脚套凳子脚套椅腿保护套防滑硅胶椅脚套,https://item.taobao.com/item.htm?id=551292517395,外贸袜子直营店,14,,13758519715,0,0,0,0,4.87605分,高于31.42%,4.89076分,高于30.81%,4.89286分,高于29.65%,,,0,
淘宝,汽车电瓶上门安装,https://shop107592994.taobao.com/,骆驼蓄电池老别克老君越老君威新世纪老款GL8陆尊侧桩头汽车电瓶,https://item.taobao.com/item.htm?id=629727074062,辗转一个无望的循环,12,,15957332077,0,0,0,0,4.83695分,持平0.10%,4.83086分,低于0.50%,4.8506分,持平0.15%,,,0,
淘宝,创意视讯支架店,https://shop70361403.taobao.com/,新世纪桌面双屏三屏四屏万向电脑显示器增高支架笔记本支架升降,https://item.taobao.com/item.htm?id=547204013564,xuwenjunguixue,9,13405174736,13773157816,0,0,0,0,4.95918分,高于70.98%,5.0分,高于100.00%,5.0分,高于100.00%,,,0,
淘宝,hotso宏烁影音 数码电,https://shop33442320.taobao.com/,先科新世纪老年人看视频播放器广场跳舞家用小音响插卡听唱戏曲机,https://item.taobao.com/item.htm?id=611542792758,mp3飞飞店,13,021-63095823,13817779979,0,0,0,0,4.72222分,低于2.82%,4.77778分,低于1.99%,4.77778分,低于2.08%,,,0,
淘宝,安顺汽配,https://shop33738009.taobao.com/,别克赛欧凯越新世纪GL8君威瑞纳法雷奥款起启动机马达碳刷架总成,https://item.taobao.com/item.htm?id=543584769673,q龙子,14,13538757284,13538757284,0,0,0,0,4.84909分,低于1.51%,4.84756分,低于1.60%,4.83232分,低于1.95%,,,0,
企业,鳄鱼湾创意营,https://shop36111579.taobao.com/,英国Luckies 可擦拭记事大象 创意备忘大象 礼品备忘录架 Eric,https://item.taobao.com/item.htm?id=542300393777,毛毛虫爬呀爬,14,18603001898,,0,0,0,0,4.88293,低于0.63%,4.92851,高于7.92%,4.92761分,高于8.39%,,,0,
企业,上海璇顺汽车配件江铃,https://shop118414994.taobao.com/,适用新世纪全顺中门锁块 新世代全顺侧门锁块 中控锁 V348中门锁,https://item.taobao.com/item.htm?id=553975894128,上海江铃五十铃服务区,14,64880977,13661863980,0,0,0,0,4.83067,持平0.15%,4.8406,持平0.30%,4.82846分,低于0.60%,,,0,
淘宝,半房杂货,https://shop105796887.taobao.com/,半房 不锈钢速冻降温冰粒冰块威士忌红酒金属冷却模具带冰夹4只装,https://item.taobao.com/item.htm?id=570171995043,pukatime,18,,15356744286,0,0,0,0,4.89864,高于43.88%,4.92656,高于53.39%,4.92247分,高于49.03%,,,0,
淘宝,麦田里的印象,https://shop111214969.taobao.com/,EVA中世纪新世纪福音泥塑社畜发福战士T恤肥宅动漫周边短袖tshirt,https://item.taobao.com/item.htm?id=621956538509,萌轩轩衣品,10,,18351394786,0,0,0,0,4.66667分,低于3.35%,4.85965分,持平0.10%,4.87719分,高于7.16%,,,0,
淘宝,恒生家具工厂直销店,https://shop143483100.taobao.com/,美式酒柜实木酒柜子一体靠墙小型欧式客厅大酒柜家用小酒柜胡桃色,https://item.taobao.com/item.htm?id=559871603263,娄恒辉,11,13809827467,,0,0,0,0,4.95243分,高于44.86%,4.96792分,高于58.68%,4.97235分,高于65.01%,,,0,
淘宝,深圳市康之福烟斗雪茄,https://shop61878569.taobao.com/,新品 原装进口日本世纪SIGLO雪茄打火机带打孔器 迷你便携款充气,https://item.taobao.com/item.htm?id=627578344976,mahanwu552,13,075583138691,15919929393,0,0,0,0,4.9104分,高于37.80%,4.90113分,高于19.47%,4.9001分,高于17.74%,,,0,
天猫,炎煌医学图书专营店,https://shop105431652.taobao.com/,妇产科护理学 第10十版 中医药高等院校教育十三五规划教材(新世纪第三版)供护理学专业用中国中医药出版社9787513233552,https://item.taobao.com/item.htm?id=544221964342,炎煌医学图书专营店,0,,13803375362,0,0,0,100,4.89716分,低于0.59%,4.83346分,低于1.30%,4.81965分,低于1.53%,石家庄炎煌医学图书有限公司,,0,
淘宝,遥控器大世界,https://shop107855286.taobao.com/,适用于先科新世纪网络数字电视机顶盒遥控器宝盒云互动随我控盒子,https://item.taobao.com/item.htm?id=576532793416,一龙堂器材城,14,,18838277761,0,0,0,0,4.90299分,高于31.02%,4.89275分,高于14.21%,4.9分,高于17.02%,,,0,
企业,星原骑行装备直销店,https://shop60730356.taobao.com/,国四新世纪15OCC边箱水冷200CC400CC改装侧箱挂箱街车后备箱尾箱,https://item.taobao.com/item.htm?id=615875507139,ganzi1982,11,18680077886,,0,0,0,0,4.75701,低于1.67%,4.74766,低于2.21%,4.79439分,低于1.30%,,,0,
淘宝,QT动漫社,https://shop107949777.taobao.com/,特价清仓正版海贼王POP路飞2两年后新世界鲁夫手办新世纪模型玩具,https://item.taobao.com/item.htm?id=637170835910,tiantianyingman,12,,15801589951,0,0,0,0,4.85308分,持平0.10%,4.88863分,高于9.23%,4.85782分,持平0.43%,,,0,
淘宝,水星家纺富安娜分销商,https://shop34042203.taobao.com/,水星家纺大红60S长绒棉六件套结婚套件婚庆床品世纪婚礼2020新品,https://item.taobao.com/item.htm?id=627267428886,寒骁2005,12,18580477524,,0,0,0,0,4.9284分,高于60.38%,4.94321分,高于64.03%,4.97284分,高于82.17%,,,0,
淘宝,相信制动品牌自营店,https://shop166077813.taobao.com/,相信Hi-Q别克昂科威荣御昂科雷新世纪大通G10林荫大道前后刹车片,https://item.taobao.com/item.htm?id=634712547824,吴爱我家生活馆,7,18352501386,18352501386,0,0,0,0,4.92568分,高于54.21%,4.92568分,高于48.77%,4.93919分,高于57.34%,,,0,
淘宝,夢幻星改裝部品,https://shop136892304.taobao.com/,日本 TrickStar EVA新世纪福音战士同款联名防水骑行双肩背包35L,https://item.taobao.com/item.htm?id=603372197410,为谁情深0,8,,17051155510,0,0,0,0,4.7分,低于2.85%,4.625分,低于4.74%,4.725分,低于2.73%,,,0,
淘宝,O Studio,https://shop72991366.taobao.com/,GRKC 秋季新款 扎染创世纪长袖国潮牌嘻哈情侣宽松男女中长款卫衣,https://item.taobao.com/item.htm?id=600312788417,hellohzy0918,13,15558002132,18324293122,0,0,0,0,4.79022分,低于0.79%,4.82587分,低于0.74%,4.80855分,低于1.22%,,,0,
淘宝,KN之家,https://shop72071365.taobao.com/,KN之家 适配老君威老君越新世纪 KN高流量空气格空滤空气滤芯清器,https://item.taobao.com/item.htm?id=18197871543,kn之家,14,020-86543276,18665595940,0,0,0,0,4.94021分,高于63.14%,4.9452分,高于62.18%,4.92313分,高于46.00%,,,0,
淘宝,前线动漫,https://shop107145065.taobao.com/,动漫 EVA新世纪福音战士 绫波丽明日香玛丽 二次元抱枕靠枕头周边,https://item.taobao.com/item.htm?id=608420227302,前线动漫,6,18813266122,,0,0,0,0,4.70968分,低于3.01%,4.70968分,低于3.44%,4.83871分,低于0.82%,,,0,
淘宝,魔豆城 Model City,https://shop114173979.taobao.com/,Therezero 3A新世纪福音战士 EVA 2号机 新剧场版 合金成品可动,https://item.taobao.com/item.htm?id=621142795116,玩具管家,11,,15920239095,0,0,0,0,4.96248分,高于73.94%,4.97258分,高于77.65%,4.92496分,高于38.19%,,,0,
淘宝,诚客兵人模玩,https://shop126683796.taobao.com/,1/6兵人李秉宪头雕  亚洲男头雕 终结者5 创世纪守护者 新T1000,https://item.taobao.com/item.htm?id=586762369985,tb72477044,13,,18028646787,0,0,0,0,4.89582分,高于27.67%,4.92795分,高于41.31%,4.91602分,高于30.85%,,,0,
淘宝,BELLEBETTY 小落家,https://shop61144874.taobao.com/,清仓特价LIN 20秋冬新品 世纪黑白配小香宽松羊毛混纺针织开衫,https://item.taobao.com/item.htm?id=628856943749,665879小落,15,4001636290,13566655879,0,0,0,0,4.76794分,低于1.25%,4.83333分,低于0.59%,4.84375分,持平0.49%,,,0,
淘宝,梦洁正品水星家纺品牌,https://shop33762556.taobao.com/,水星家纺大红60S长绒棉六件套结婚套件婚庆床品世纪婚礼2020新品,https://item.taobao.com/item.htm?id=628196051532,初学者fmh,11,19942226039,,0,0,0,0,4.89655分,高于42.72%,4.92118分,高于49.97%,4.93596分,高于57.90%,,,0,
淘宝,七七大队,https://shop36865926.taobao.com/,EVILSET重磅闪粉星星机甲字体T恤hiphop街头风新世纪福音战士短袖,https://item.taobao.com/item.htm?id=638671672098,lsh77,12,,15659023235,0,0,0,0,4.82666分,持平0.10%,4.83287分,低于0.60%,4.83771分,低于0.62%,,,0,
企业,闽鑫汽车电机工厂,https://shop137794927.taobao.com/,新世纪君威GL8/3.0L，陆尊起动机QDJ-811003-BK【12V 1.4KW】,https://item.taobao.com/item.htm?id=638643039017,龙岩闽信公司,9,,13605911860,0,0,0,0,4.91358,高于46.76%,4.8642,高于6.40%,4.7284分,低于2.66%,,,0,
淘宝,两极衣库,https://shop69666305.taobao.com/,蕾丝欧美修身贵妇大摆裙中世纪蓬蓬裙新款英国宫廷礼服大摆型长裙,https://item.taobao.com/item.htm?id=630645125246,liujingli070809,6,,13878157876,0,0,0,0,4.91765,高于52.02%,4.96471,高于74.44%,4.92941分,高于46.64%,,,0,
淘宝,建友轮胎,https://shop113874042.taobao.com/,三角轮胎215/70R15 TR652 TR928别克君威 新世纪皮卡 全顺皮卡,https://item.taobao.com/item.htm?id=592626463150,超级琦爸爸,10,,15097564368,0,0,0,0,4.9分,高于38.39%,4.9分,高于31.07%,4.85分,持平0.15%,,,0,
淘宝,济南天成汽配大全,https://shop70941647.taobao.com/,适配别克新世纪玻璃升降器开关老皇朝赛欧左前摇窗机边窗开关汽车,https://item.taobao.com/item.htm?id=578908816511,济南天成汽配,13,0531-55500699,15153138340,0,0,0,0,4.71429分,低于2.55%,4.72822分,低于2.61%,4.74913分,低于2.23%,,,0,
淘宝,鸿广汽配,https://shop113292726.taobao.com/,适配别克 老君威 老君越 新世纪 皇朝 空调 空气滤芯滤清器格空滤,https://item.taobao.com/item.htm?id=565453336492,小南瓜2218,10,,13290698699,0,0,0,0,4.81061,低于0.56%,4.81818,低于0.76%,4.81061分,低于0.97%,,,0,
天猫,龙门诚慧图书专营店,https://shop145018602.taobao.com/,2020秋新版 英才教程六年级上册语文数学英语全套3本课本同步解读解析完全解读 新世纪英才 字词句段篇 课本全析与语文素质培养,https://item.taobao.com/item.htm?id=599807967184,龙门诚慧图书专营店,0,0371-58696006,15136200579,0,0,0,100,4.95634分,高于40.63%,4.92707分,高于28.99%,4.92359分,高于27.48%,北京龙门诚慧图书有限公司,,0,
天猫,xhff168鑫宏发旗舰店,https://shop102594464.taobao.com/,别克03-08老君威 06-08老君越 新世纪顶吧平衡杆 前顶吧 防侧倾杆,https://item.taobao.com/item.htm?id=565538650506,xhff168鑫宏发旗舰店,0,,13710316862,0,0,0,100,4.86114分,持平,4.84531分,低于0.56%,4.84044分,低于0.78%,广州市快发汽车用品有限公司,,0,
淘宝,车模007汽车模型馆,https://shop36279533.taobao.com/,世纪龙代工 1:18 一汽新红旗HS5 SUV HS5 合金汽车模型收藏摆件,https://item.taobao.com/item.htm?id=603100427943,车模007,12,,13701160907,0,0,0,0,4.88625,高于33.04%,4.88564,高于19.42%,4.92032分,高于40.27%,,,0,
淘宝,水星家纺正品直销店铺,https://shop35816489.taobao.com/,水星家纺60S长绒棉绣花全棉大红六件套婚庆床品世纪婚礼2020新品,https://item.taobao.com/item.htm?id=627661145215,hy8923723,13,,13637145098,0,0,0,0,4.85962,高于22.27%,4.89808,高于35.31%,4.89808分,高于33.00%,,,0,
企业,魅影模型,https://shop103119653.taobao.com/,原厂 1:18 世纪龙 2018新款红旗H5#中国公安警车轿车合金汽车模型,https://item.taobao.com/item.htm?id=597061982448,zenghui0076,9,13712505156,13712505156,0,0,0,0,4.77912,低于1.06%,4.7992,低于1.21%,4.82731分,低于0.81%,,,0,
